"term","weight"
"gym","-34.6484473862"
"2am","70.906807027"
"sneaky","-0.442869462299"
"somewhat","-107.490493917"
"helen","289.15985619"
"somone","33.9579344075"
"begins","35.1764386409"
"distance","-53.504357495"
"anxiety","279.151298128"
"fairytale","-90.6876226271"
"bitterness","1.78804154923"
"prayin","-131.202376883"
"preparation","-45.4204275814"
"matter","-15.9200684916"
"street","4.64405156565"
"silly","9.80243381676"
"mermaid","-68.1584736812"
"spoiled","128.934394011"
"mini","-40.34327569"
"cheek","120.003645564"
"sees","-27.5235609366"
"palace","-105.062638686"
"modern","153.727074002"
"mind","-44.5177070712"
"mine","27.3022676321"
"ginger","-14.7339172026"
"seed","131.641746832"
"telly","178.686470359"
"seen","-2.22932705679"
"seem","78.9295377095"
"mins","-77.9872368421"
"mint","-173.440461514"
"tells","-150.89086152"
"ilang","20.5665699449"
"do:","-88.4883399134"
"chest","26.8504214524"
"niece","362.975034576"
"panties","133.586365218"
"buti","33.8359070373"
"tym","-32.4637878643"
"mashed","-63.6033806312"
"mario","8.56143243282"
"regular","51.7412888652"
"marie","-79.514362437"
"fearless","-14.6757634758"
"maria","-23.1658188582"
"zealand","130.437113654"
"7am","59.4411813546"
"don","97.9103192415"
"doo","-86.2953884726"
"doc","267.951318845"
"alarm","55.537010349"
"m","77.0454792214"
"dog","202.409278564"
"stating","-115.910237673"
"definitely","-90.8085129859"
"principle","84.8328917809"
"dos","23.6825588665"
"weakest","-54.4575244937"
"annoyed","-93.3199737843"
"dot","-65.9092700991"
"kristen","-102.46104384"
"beaten","-63.687159888"
"lyrics","-131.963967976"
"hunger","-174.326001243"
"bakit","-33.4418706742"
"recieve","-108.394562595"
"retire","248.475056865"
"ending","-251.922987375"
"attempts","-86.1844567154"
"liberty","112.601359726"
"stepping","46.5313146462"
"sneaking","-47.0668545747"
"parang","41.1458240594"
"probs","28.6474178239"
"judges","23.3028849398"
"weekends","127.09314409"
"sugar","79.2442396052"
"judged","-71.3027883015"
"stabbing","-37.3191264312"
"folks","811.503484342"
"gangsta","-2.83984776297"
"lightening","152.154309238"
"wearing","29.6959808521"
"monica","-15.9316774904"
"colorful","-20.8141543266"
"stop","-49.4726649105"
"integrity","155.388033297"
"coast","154.390716935"
"cracks","-65.537279531"
"christopher","-30.2478718492"
"earl","130.036115181"
"earn","184.691902508"
"bar","88.3976383586"
"sailing","142.142928992"
"fields","-59.9837813418"
"disco","20.8021528031"
"rofl","198.404303277"
"bag","-133.66920497"
"bad","-55.5643620747"
"softly","13.3986729243"
"bac","-25.0495060473"
"grilled","11.2804204218"
"bam","-15.7749275189"
"effing","133.768776295"
"bah","36.881153938"
"ears","6.80356273072"
"playstation","-83.6668513868"
"decides","-118.960402099"
"reference","68.7693372683"
"rockstar","-3.47968616344"
"fluffy","59.9067483976"
"testing","63.1961274677"
"d's","-28.6649897755"
"decided","-284.511919768"
"juliet","-121.675092369"
"brazil","70.9288536253"
"voyage","-116.733803113"
"00","219.439952833"
"said","54.5070868521"
"07","-86.447094756"
"inappropriate","35.7194784091"
"sorta","-35.4947030369"
"08","-114.672798142"
"09","-85.473818981"
"shaved","-34.9218767197"
"there's","-167.842092624"
"olympics","-53.9052316114"
"pets","-168.962983207"
"simplest","-73.8585550555"
"sorts","78.4101465173"
"tolerance","164.865127882"
"warrior","31.0944419338"
"lazy","-32.898793004"
"omg","140.400015715"
"wears","9.76440606849"
"ignorance","-105.362465712"
"lotion","77.4424524392"
"cousin","-230.080841845"
"picking","134.74077883"
"suggested","162.934577577"
"against","-116.881164693"
"damned","326.022136878"
"una","-34.9745004685"
"und","65.1842990987"
"ung","-176.142096109"
"uni","-140.101169033"
"0n","-118.15295932"
"uno","-69.9337270129"
"gps","144.372073759"
"winnie","-6.36292110362"
"yaar","-101.079423843"
"lullaby","-63.6115865076"
"height","-172.215607542"
"awesomely","-43.9078124862"
"springs","39.7964951617"
"tasted","-150.791662636"
"proceeded","-91.3074499745"
"sam","-128.482347466"
"asks","115.373943235"
"basis","77.5292106504"
"three","-16.9689367534"
"tiny","-52.0891411211"
"cyrus","-145.050030901"
"ting","-72.7932098857"
"commission","18.0049085671"
"trigger","-21.6424524205"
"tina","155.47102937"
"basic","-49.2472164775"
"entered","-18.0358099109"
"lovely","197.272765444"
"idol","90.2758214726"
"threw","-177.952884709"
"website","-244.869970496"
"deeper","2.81624254635"
"mushroom","-84.2838701337"
"sunshine","312.770435168"
"sooooo","156.749506595"
"cheryl","140.391880609"
"personally","-36.0040122076"
"exception","79.2517796471"
"gracias","165.289680845"
"tank","-35.5747549629"
"tang","23.4302395343"
"say","-22.6770818211"
"ugly","59.1992259114"
"near","-142.012709221"
"melted","-91.7593631714"
"suppose","21.9913171442"
"balance","-6.8393664149"
"study","-102.86043663"
"chilling","-144.867543861"
"seven","-171.940912923"
"iz","-24.4247732093"
"mexico","70.25436482"
"iq","49.4905456698"
"is","-19.9811419706"
"sushi","35.9042784529"
"it","4.67179515698"
"defeated","-177.129133997"
"iv","-71.249271464"
"ii","-88.5612016959"
"jess","-66.9188533357"
"cant","9.10564170783"
"im","-5.58490012236"
"cans","-97.7866098698"
"in","44.6727917477"
"ia","39.1694617266"
"seattle","-33.0383790122"
"mouse","-205.212728637"
"id","-118.690356496"
"disappear","160.671107136"
"if","8.2963542984"
"grown","129.805127994"
"walkin","-40.9162741732"
"kahit","2.50945621624"
"bottles","7.0144686915"
"belle","-6.72701871456"
"make","-16.2861926865"
"everybody's","17.641882438"
"bella","-73.022114354"
"maka","29.7092814915"
"potentially","-127.49415923"
"hahah","-11.1387758909"
"unfortunate","-167.233107983"
"80s","153.486408923"
"shoveling","141.944628631"
"hahaa","-24.8205048746"
"grows","-241.214634005"
"bells","-21.3012453328"
"meets","-36.2679165919"
"ella","73.5158506965"
"stressed","-37.2174131816"
"kit","-73.6434958221"
"delight","61.8701818188"
"garlic","153.200066725"
"kin","6.22428451866"
"kim","3.77756292888"
"unicorn","46.3175411168"
"jealous","-156.368577318"
"kia","-2.14134877143"
"opportunity","171.350233238"
"he'll","-96.6971038692"
"thoughts","63.9285481991"
"kid","10.2879210428"
"butter","-66.3201397975"
"programs","-215.493591043"
"changes","297.624307486"
"failing","47.4416917844"
"smokes","30.9390319464"
"materials","-1.63152673056"
"pandora","-105.460923315"
"warriors","-10.6927338566"
"claims","24.5123373216"
"smoked","115.543807351"
"yours","68.1697909977"
"left","-114.02550088"
"yeh","-140.67652174"
"just","-14.6911181698"
"sentence","212.585730744"
"yea","69.0209290945"
"sporting","79.0309456244"
"wiser","70.6403063593"
"yee","-53.2809223657"
"unfair","-200.475537551"
"somethings","-74.236036705"
"yey","-168.232093957"
"fighters","-141.683321247"
"year-old","-3.50906429825"
"psych","42.3806951868"
"human","-116.001799832"
"facts","-45.8158368309"
"yep","306.737494288"
"yes","-83.4173505037"
"yer","17.7650876696"
"tattooed","-7.76860922036"
"yet","-40.1654981513"
"character","30.7994404176"
"salamat","43.1289021209"
"squad","-27.2346040912"
"save","-260.717274221"
"ops","24.5462742253"
"vanessa","26.854905655"
"tmrw","-36.2862411135"
"3pm","26.6982361378"
"background","-71.1016201619"
"destroy","25.4324297892"
"dreamt","68.2003019454"
"strap","-41.93265402"
"dreams","-148.069984305"
"vanity","52.677930498"
"shoulder","-35.1769128754"
"dignity","77.4795427078"
"nevermind","-167.209113991"
"-_-","-0.368290989006"
"visible","30.7900664163"
"nude","167.031527087"
"performing","-94.8360740457"
"manual","105.224465042"
"unnecessary","-59.2658400926"
"zombies","0.395202397228"
"coco","20.4954711489"
"www","-32.5769363409"
"dean","117.743144708"
"deal","68.9202501872"
"deaf","-57.3175421844"
"somehow","-44.7330976148"
"dead","-5.06925159319"
"nothing's","-95.1248867246"
"dear","-32.445329891"
"norman","37.9121208501"
"pasko","83.1969836768"
"shapes","0.550276358822"
"trace","1.17395880411"
"grading","254.562078281"
"notification","80.1492120614"
"outspoken","152.668309977"
"microwave","-107.153530078"
"arguing","-33.1783572224"
"shakespeare","-132.618188914"
"bold","-32.7593439925"
"burn","-142.370069275"
"bolt","-84.8078735717"
"keeper","-14.0016386089"
"super","-36.5177662574"
"something's","17.9655117084"
"puking","-31.9593667701"
"oreo","-98.1971893947"
"yelling","-184.711227276"
"meow","-96.3771162624"
"ribs","109.97853571"
"valentines","-42.7704892641"
"magazine","-197.395251861"
"afternoon","333.041711656"
"islands","31.5830769629"
"permission","61.6323483569"
"automatically","-18.4563312113"
"nerve","181.700589214"
"coins","-38.8881662423"
"whats","-70.6743267202"
"lied","-126.677904556"
"intellectual","72.4849282381"
"world's","-192.371588593"
"down","-52.0094327968"
"pair","-8.37322467576"
"carving","1.87315142599"
"amsterdam","49.6441827293"
"frightened","-6.45671200901"
"saturdays","402.568740285"
"amazingly","103.81693723"
"flying","11.4355044187"
"jealousy","-74.4956931495"
"victorious","-42.758864676"
"fork","20.9004124961"
"starve","55.0473712822"
"offering","261.851367079"
"batman","-65.6617068896"
"fireworks","-168.129421373"
"landing","61.0761459078"
"ford","58.2529598438"
"failure","15.0912689133"
"diaper","-202.141663463"
"approval","-79.48255407"
"surrender","-49.0583440556"
"fort","5.29064373328"
"preview","-31.669721944"
"streaming","91.6746483188"
"harmony","280.894244256"
"attached","81.8092064988"
"isang","52.8485748778"
"whiskey","-89.1219952612"
"economic","49.6506993272"
"daddy","-59.610624782"
"temper","-78.8515352217"
"delete","113.713746066"
"shin","-42.4990856413"
"sticks","-89.4986211846"
"classic","32.7762194738"
"toss","50.7555048854"
"covers","170.039261399"
"sticky","6.43714968533"
"tosh","-87.7406178606"
"fashioned","21.6634357011"
"muffins","-54.299693623"
"floating","128.583698038"
"shit","2.88166661156"
"holla","56.4909635617"
"vista","-2.1625002788"
"aunts","-122.861534811"
"generally","7.16354437635"
"handed","-91.8276679126"
"digital","62.5211493255"
"holly","6.70569449586"
"hangin","26.6636291025"
"summer's","-24.3282188771"
"roomies","-64.7028433618"
"savage","-95.0324173312"
"dies","-149.462315001"
"felt","-183.491807738"
"diet","241.255270821"
"journey","70.6258830946"
"reign","-139.070929961"
"pierced","-38.591342623"
"weekend","55.5477125773"
"died","17.5971862696"
"babysitting","-137.528271908"
"jones","16.0949485204"
"happening","53.1293961789"
"apology","-34.7007498032"
"potato","26.4414401725"
"assume","125.750563003"
"daily","38.9369475564"
"jacket","45.3154287389"
"teeth","-219.010500297"
"restored","188.031295413"
"overdue","-12.2001945571"
"anong","-41.5135980373"
"managed","106.222689202"
"skip","-30.8864755835"
"relieve","-33.7132364984"
"souls","47.5122524233"
"invent","36.0706506313"
"laura","-78.1060002851"
"manager","-85.5185153424"
"mile","24.4416905543"
"skin","-213.494690951"
"shot","-65.0183824185"
"mill","-28.9421053817"
"milk","-218.648044625"
"21st","-373.442886084"
"suicide","-135.316783273"
"yummy","7.34025570667"
"technique","-97.3358393984"
"father","-292.972288226"
"disgusting","-297.426337792"
"countdown","28.2825140206"
"0","22.1049048248"
"finally","-162.319307249"
"marks","-248.292849845"
"collage","-127.885097969"
"shoot","-129.844885759"
"string","-148.90881606"
"billionaire","-28.5524933"
"tacos","50.5759481524"
"advised","131.847477853"
"ma","-77.65145918"
"1s","4.24221140518"
"dil","13.8659546922"
"dim","42.1398393226"
"din","-35.2593362657"
"dio","31.3388364628"
"did","146.406118053"
"die","33.9213347926"
"dig","85.2047933108"
"accidentally","-98.479220266"
"hooray","108.509226117"
"item","57.887036441"
"excellence","27.7255742106"
"t_t","105.937850119"
"dip","78.862740431"
"round","-20.0091953672"
"it'll","-269.55558863"
"shave","112.861217766"
"ville","-96.4867441637"
"olympic","53.0427743207"
"unexpected","-120.585933621"
"villa","49.25209077"
"dealing","443.22779458"
"literature","-126.743442582"
"refusing","9.94633750532"
"____","140.398119037"
"run","-60.0364045218"
"afghanistan","265.712379961"
"adds","-150.238935469"
"norris","-58.5537633444"
"heres","-250.321216266"
"takin","-186.157832725"
"favour","-43.137580391"
"daft","0.559592665706"
"suspect","435.858878517"
"international","-50.0581922519"
"pedophiles","-20.8449307707"
"ummmm","6.71370189288"
"filled","-88.9677415326"
"kelsey","45.0339929955"
"transportation","-40.6730368128"
"ms","-60.458156765"
"drinkin","-107.817559996"
"heavily","55.2532371404"
"guardian","39.8171567339"
"henry","114.175482957"
"ridin","19.4901700179"
"french","-142.783903483"
"lakes","83.5027467398"
"elses","-32.9531670422"
"laughin","-42.9758064571"
"frosting","64.6918412335"
"earthquake","48.9123292131"
"wait","-183.077788705"
"box","112.758846524"
"boy","-25.2606174769"
"yessss","-19.720577772"
"stormy","38.5591940152"
"canadian","1.67469604645"
"institute","56.0830954876"
"shift","-74.9344521612"
"bruises","-142.373292832"
"mahirap","15.9058826461"
"bow","-156.989354213"
"boi","-168.871537346"
"diagnosed","118.181901766"
"bon","65.332481961"
"boo","79.2262336543"
"priceless","236.379769168"
"bob","289.213505938"
"bruised","-14.1206161595"
"massage","-108.621534497"
"genuinely","-25.6179690407"
"teenage","-18.2832433662"
"treasure","166.077933578"
"useful","102.129783844"
"cheeseburger","-38.0930223733"
"merely","-78.2952637882"
"ltteer","-29.5122211963"
"patriots","-121.599197982"
"verge","-75.8004177485"
"rented","63.8234361758"
"everybody","-125.050895769"
"siempre","-39.9828939364"
"troops","263.114752878"
"sake","-64.8095002562"
"visit","549.143673257"
"france","-38.1114591556"
"insides","-29.7006705492"
"insider","-132.732617141"
"ahhh","-103.809934945"
"thru","666.121331833"
"vous","-57.7650222962"
"sharing","548.560135778"
"ooo","27.205905178"
"answered","-23.4206223528"
"ooh","-31.7359901494"
"downtown","229.091553222"
"heartless","0.278869621527"
"savior","71.624974531"
"olive","-157.020682403"
"effort","211.846305858"
"fly","-6.86879123071"
"tokyo","131.976949593"
"avoiding","-52.6224868442"
"flu","411.232242736"
"soul","86.6246126176"
"reviews","85.1803016469"
"wallet","9.88386386366"
"sour","-67.7500717841"
"ulo","76.388288724"
"9th","98.3885900469"
"growing","-110.465017372"
"making","-152.522380182"
"arrive","236.601993935"
"bites","-72.3293595843"
"nearest","-84.5756945089"
"crazy","-121.123190972"
"kiddos","-259.227640696"
"winston","85.2923655737"
"ironing","335.436025456"
"confused","-129.781354189"
"agent","215.426022764"
"sample","137.627192254"
"drawer","49.4197964957"
"council","-70.439228027"
"dennis","308.552480532"
"minsan","139.223163799"
"wayyyy","6.74231777603"
"pink","-44.2752205807"
"rays","-48.5662000136"
"beleive","-26.0226917655"
"ping","62.9801565387"
"pine","157.862928987"
"chemical","-98.5728708961"
"till","-118.461105769"
"sunday","184.57248639"
"nyo","65.1125124197"
"pure","-76.5015562877"
"swore","-37.2827651335"
"pins","-59.0152293109"
"nyc","-113.378207259"
"nya","46.0520528682"
"sworn","21.0283025073"
"nye","-31.5415820665"
"map","-3.45040116883"
"staying","-21.915737255"
"designer","-87.7716012929"
"mau","30.7210541596"
"mat","-144.11311017"
"may","121.255485519"
"max","-44.2816416899"
"snl","-69.4419091553"
"fed","285.638095696"
"mac","-84.7463933387"
"mae","-61.4109563958"
"designed","31.4754626841"
"mag","26.3019241726"
"mai","-29.8634212787"
"mah","-80.7051096483"
"destructive","71.3283528484"
"guys","-303.494870049"
"grow","-108.657040749"
"man","-107.851434141"
"autism","237.125425296"
"outline","33.7484313666"
"johnson","-345.216969012"
"maybe","120.837207903"
"q","2.27155968773"
"switch","-138.920393329"
"jail","177.358441649"
"silence","91.3906481978"
"african","96.7206906116"
"basket","54.1709150179"
"tall","-68.8195051485"
"talk","-111.261244545"
"cute","-148.886655775"
"shield","9.045597329"
"feb","138.293756168"
"zzzz","-32.4199803424"
"pointed","92.6720893805"
"wishing","154.985624275"
"mayhem","101.858304615"
"shake","3.56220144085"
"marshmallows","16.8387282686"
"group","-169.661093986"
"thank","138.746796926"
"mais","112.649241223"
"smoothie","-71.1357318502"
"interesting","-121.817053908"
"neighbor's","85.9799256803"
"maid","-63.4913845441"
"drummer","77.3885607092"
"thanx","39.8156994391"
"policy","-107.121079525"
"mail","-175.900494126"
"tomorow","-121.113376285"
"main","-14.8909570641"
"texas","183.360900787"
"finance","-74.5113600756"
"views","-289.63896349"
"bein","6.84663841686"
"killer","-64.8856568501"
"sooner","-116.439201662"
"interview","-117.086655132"
"kanina","-113.748427016"
"touching","59.0942707732"
"killed","-202.816151137"
"possess","61.1674497161"
"fudge","28.2088441984"
"artist","201.190395239"
"careless","-75.1500654446"
"rock","47.3543516497"
"823","232.749091547"
"latin","-76.1234576735"
"elephants","-102.158097808"
"scheme","67.3451149571"
"unlock","-65.9654784599"
"girl","-187.89029938"
"description","-10.3523347818"
"canada","-18.8968392164"
"living","107.36268967"
"jackson","-26.3409346315"
"3rd","-71.1034680405"
"lad","-1.06843270701"
"miles","205.337166491"
"dutch","2.95012749358"
"dominate","-77.0918350592"
"correct","77.2468074319"
"earlier","-167.781574479"
"monster","-67.6690070846"
"sideways","-27.9476227398"
"gota","-120.005074328"
"pumping","-41.5843466001"
"brooks","-111.644300831"
"romans","37.9347346546"
"california","-2.70616543899"
"lump","74.1083676935"
"inyo","-35.2159019754"
"brooke","52.5192726849"
"gots","-8.69223741743"
"amigos","40.4208119825"
"cough","48.2651405843"
"keith","212.269173621"
"advance","-218.491536876"
"underwear","201.518207582"
"carnival","37.6315518576"
"ministry","-49.5630292481"
"waiter","-46.2362794284"
"headphones","-78.1203920916"
"16th","43.0963325731"
"thing","-34.1833405953"
"funky","-31.74945687"
"thine","-18.6780076033"
"yess","-26.1737726148"
"think","78.3702187723"
"waited","27.1062773371"
"first","-108.816114277"
"cheese","-127.905708434"
"question","74.4395426498"
"rachel","-52.6521778941"
"crib","-97.0241370615"
"americans","109.988171852"
"long","-102.154519237"
"suspended","8.38579911424"
"carry","-101.415127322"
"zindagi","78.9729799016"
"sounds","-162.851729151"
"cheesy","-149.101232488"
"honesty","75.7028605497"
"little","-41.8252823598"
"adik","21.1653506298"
"personalities","120.367693092"
"lap","144.379034761"
"slept","75.1030716038"
"anyone","-45.6040234046"
"jeremy","4.1198346397"
"rghit","-34.6588366549"
"speaking","-11.0970365142"
"eyes","-260.488147829"
"memo","-5.54834702081"
"broadcast","60.8394248179"
"amin","229.297974244"
"eyed","119.744744368"
"butt","243.971641717"
"here's","166.969365507"
"11","-38.9533199448"
"10","-26.0975117737"
"13","-55.1760921433"
"12","-34.3145762497"
"15","-98.7590180745"
"14","149.116682875"
"17","-89.7546641292"
"16","-155.569956483"
"19","-157.09623211"
"18","-11.1359287237"
"gotta","54.8331906177"
"protected","-41.5072521176"
"knives","-71.7169940137"
"venture","-75.7378468555"
"were","-32.4419830407"
"tractor","-39.3951746839"
"coconut","-78.776523493"
"lick","148.231205789"
"topics","-93.7868379756"
"marijuana","-241.922925864"
"voices","220.394335619"
"dash","20.1846946628"
"winding","50.1663194628"
"conspiracy","62.5709969703"
"pero","11.2821474566"
"nazi","28.2620639142"
"kevin","-11.5569018951"
"speakers","-175.514454927"
"burnin","53.4957407162"
"efficient","-144.546091842"
"answering","101.569711371"
"shocked","-149.35375286"
"potential","-50.4031271312"
"bailey","51.4393937941"
"performance","-133.153294136"
"switching","10.5798475273"
"channel","127.655268999"
"ultimate","-138.241936118"
"bets","77.576061532"
"200","-57.8919906204"
"pain","84.4202852664"
"wooot","33.2877361013"
"theatre","30.8808614661"
"normal","91.0878207354"
"track","-23.1449415342"
"cheesecake","-37.9839303227"
"paid","150.798268744"
"insanity","-67.688877725"
"rehearsal","-202.461036139"
"beta","-159.42237473"
"sheets","-114.886024354"
"complaints","-60.3044274701"
"tracy","106.409980027"
"beth","106.144192569"
"woooo","47.2698385518"
"queens","125.726063461"
"especially","-10.9998228616"
"surprising","35.0714575007"
"fills","-18.2647241943"
"bangin","-50.9626320522"
"order","-19.7112224052"
"larry","336.733154264"
"jumped","-195.528782113"
"voodoo","5.363485863"
"shop","256.868601516"
"playoffs","22.7269302115"
"wnt","51.6131210986"
"show","-11.1163644199"
"mama's","-48.9591766285"
"estoy","6.36598622834"
"therapist","100.655247588"
"shoe","-60.3482839574"
"corner","17.3110453043"
"forecast","211.833239543"
"data","112.70138632"
"curled","52.3029102631"
"boundaries","88.3715793307"
"feng","131.697568972"
"dice","103.474454959"
"mubarak","-21.9709425505"
"dick","105.332594115"
"storms","107.58293316"
"pump","-21.2455048704"
"black","-102.237635167"
"germs","57.0029751038"
"enthusiasm","97.4919585983"
"awareness","276.201807943"
"get","23.9880547618"
"hostage","-50.5627519374"
"stomp","-2.12221441435"
"muna","-35.5744081109"
"killers","47.9443122748"
"nearly","86.5700547586"
"gee","270.647787573"
"geo","-70.6194338334"
"gen","77.1023504266"
"secondary","-152.681561695"
"morning","132.66156161"
"stupid","-95.63766346"
"miley","-184.167563888"
"finishing","-105.567763877"
"worrying","113.307412133"
"silently","-92.74053174"
"declared","104.859670913"
"oven","293.224999716"
"seas","-53.9460896127"
"seat","-66.1349273357"
"relative","37.3207381162"
"sean","-10.2182808311"
"seal","-136.070131322"
"calendar","128.733561531"
"wonder","200.145968764"
"satisfying","48.1666492687"
"camping","-178.823046193"
"sleepin","63.9001565038"
"24/7","-37.9455211133"
"label","135.711723643"
"father's","308.295844975"
"enough","210.908429182"
"gaga","-154.104213564"
"diamonds","-98.0884704326"
"reading","-138.600447571"
"checks","81.8239731639"
"whispered","65.6965441394"
"august","-146.709162304"
"parent","260.452563315"
"kool","-73.2570219838"
"spring","363.557632015"
"jv","-75.7180469436"
"crucified","56.8566969753"
"jr","-27.3843691046"
"killing","-21.8257714229"
"jo","187.000821826"
"tum","79.3782169428"
"jk","-200.335049213"
"jd","-14.2281960086"
"je","79.1445393014"
"tub","24.5974430206"
"ja","94.721951886"
"jb","-60.0462406724"
"jc","-20.9867787098"
"dates","-69.326272428"
"z","17.6062103492"
"rugby","-104.338033707"
"tuck","107.300997431"
"chelsea","-28.6156934387"
"according","-55.7546960598"
"grrrrrr","134.857167317"
"tour","26.5468754315"
"disappointment","92.9234430024"
"remake","37.1128076726"
"awards","102.06711237"
"traded","-211.853628524"
"ji","35.0492940323"
"among","158.354989515"
"12:00","23.8511351299"
"6:30","8.62988221594"
"cancer","0.904287583009"
"ohhhhh","54.9171094728"
"singers","80.7054682007"
"stretched","47.6099747543"
"cancel","44.7190500703"
"comprehend","-101.62155297"
"considering","-304.714042788"
"arts","-67.8767071109"
"marc","38.5896000922"
"barry","202.513474668"
"mark","115.425377153"
"mart","-73.1833351157"
"workshop","260.672626159"
"judging","-7.41127330671"
"naruto","-96.2537899252"
"borders","22.4820551345"
"mary","306.670211222"
"educated","105.988156444"
"shopping","-31.4088478287"
"offered","150.355215632"
"squash","172.961574568"
"cancer's","94.2993553358"
">_<","79.2711285072"
"dramatic","63.5368460447"
"wake","-64.4893173637"
"hatin","74.4694028314"
"hardcore","-147.814309585"
"those","138.433604098"
"^","-22.3138470664"
"sound","2.50501091496"
"disconnected","69.6723087198"
"turtles","-38.9694980552"
"slumber","-28.3887232216"
"profiles","-41.0266464343"
"promising","-90.9465672476"
"cancelled","226.801104372"
"hmmmm","200.097938596"
"cock","120.022186515"
"eventually","-76.3017296424"
"sincere","78.503078504"
"strait","-144.624524956"
"coffee","258.512297135"
"sleeping","-78.2327517569"
"sprained","-101.773375679"
"middle","-73.8205598927"
"sudden","-344.948585796"
"loosing","-6.05442824283"
"protein","49.8285632685"
"obnoxious","-78.3908878861"
"everyday","-230.693252949"
"bags","116.496318483"
"different","-158.33328068"
"pas","-65.1672949267"
"pat","279.164228439"
"harsh","-127.402269332"
"doctor","1.83861029618"
"balik","17.3812132286"
"pay","-45.8859098866"
"sama","-98.336177388"
"same","38.1004966998"
"heartbreak","-2.64514529878"
"speech","-243.020483545"
"urself","-81.1004329271"
"pag","95.0314745587"
"struggling","0.24422028408"
"pak","96.4204115022"
"pal","-63.7971900398"
"pam","334.36148226"
"pan","11.0227139629"
"dated","93.4571608534"
"oil","268.685991381"
".. .","35.6524141212"
"companion","1.24089812372"
"running","-25.8153842951"
"arguments","-129.341427574"
"climbing","58.577731782"
"totally","87.4662380938"
"p90x","-34.0629992952"
"weave","128.626795844"
"drain","134.528008327"
"band","-60.5856593273"
"amazes","32.660101241"
"bang","-50.5624974064"
"solve","-167.705078261"
"mann","-16.9606982724"
"bottle","2.66323808338"
"amazed","116.071582687"
"gates","-320.539391743"
"outdoor","46.6385859017"
"money","32.4241459143"
"pissing","16.164955387"
"wifey","-46.7862707895"
"aspect","-22.0154744601"
"flavor","-19.2551263622"
"clueless","94.7250030465"
"nick","-111.962180899"
"yaaay","52.7504143259"
"politicians","286.628242686"
"pile","67.9584138401"
"bank","151.906886034"
"pill","122.923904521"
"naw","2.82902578137"
"grip","-0.747942289422"
"jake","-39.2847222506"
"grit","182.463972788"
"tits","198.740226895"
"grey's","39.1196442738"
"mos","121.177537284"
"hopin","-1.20156772321"
"mop","-111.282503255"
"mow","27.7060813144"
"moi","-222.112267054"
"moo","-60.4572561225"
"mon","38.6247059023"
"mom","-206.010617091"
"mob","372.979857207"
"aiming","-93.3543320406"
"disappointed","58.1086244479"
"moe","30.3720348901"
"christina","-16.7835081429"
"gaya","-67.6712313898"
"adams","161.693868657"
"christine","-29.6143516504"
"serves","35.225587722"
"server","-90.1380266952"
"facing","-48.91502082"
"chamber","11.3567704077"
"audience","83.7193562204"
"thighs","106.263879507"
"hallelujah","-131.026327992"
"served","146.530072437"
"passionate","89.0879700041"
"wlohe","-8.87748880472"
"jews","27.4090303851"
"doll","-26.509468503"
"pronounce","-20.3689968339"
"erase","30.1127650107"
"images","-251.01495233"
"snoring","65.1848773035"
"organizing","-119.490942512"
"matching","37.2211131181"
"mustard","-43.480902793"
"gross","-44.5771389829"
"outs","-14.416925763"
"outt","31.7273838094"
"lotta","-31.6860776784"
"confirm","-31.1832945817"
"drenched","-159.48919511"
"lotto","88.8469854533"
"overly","83.3083412245"
"outa","-24.1833971889"
"ellie","-85.828724554"
"critical","-23.8674255017"
"lunar","61.8962753076"
"aussie","21.8686930606"
"doggy","-8.01904739647"
"knife","-80.9191466224"
"mwah","-7.57851611735"
"cramps","15.802862155"
"smiley","-106.557819688"
"seconds","-122.335560409"
"fitness","123.464875965"
"unusual","209.525286128"
"broken","-194.58568178"
"despicable","47.3027192013"
"drums","-137.722792834"
"giggle","140.258661558"
"tease","38.3130335987"
"roar","-0.924280746081"
"island","182.817016723"
"fringe","91.8514648625"
"bonding","-134.571473908"
"practical","-112.960222643"
"pockets","-59.0223539085"
"youve","-130.138672061"
"mixed","147.242155643"
"road","-29.4649338394"
"quietly","99.6111874352"
"lands","-66.9047808899"
"spreading","73.6309648196"
"blessed","187.519845053"
"references","-88.6946546525"
"inbox","-164.938294833"
"dreaming","-156.689118385"
"annoys","-60.1435166202"
"skillet","-170.590345531"
"wildfire","5.23973313772"
"shells","-59.7181043622"
"distracted","34.0604793811"
"madden","-128.034631797"
"strip","60.2531497378"
"lions","-3.45610331383"
"bcoz","-37.9207539524"
"4:30","127.429386895"
"redbull","-19.5252790935"
"chats","50.8313884201"
"trey","2.48544950575"
"spicy","-52.2586507761"
"mars","-24.0178167581"
"fricken","52.729211541"
"strikes","-184.321360285"
"bookstore","-2.60455368197"
"downstairs","113.677312084"
"belated","-57.2993082208"
"spice","-5.43213063765"
"aftr","-57.9169796045"
"romantic","-95.0187014886"
"wasn't","-32.1192217732"
"pacman","17.0851320721"
"brother's","-186.786290443"
"suitcase","-25.8018500089"
"affection","-57.1051420655"
"videos","24.9726202418"
"deer","31.7355972674"
"deep","-25.1805287357"
"fellow","-175.997849379"
">p","-3.65749083791"
"imagination","-47.6424767966"
"file","83.2146391032"
"girlfriend","-146.059250139"
"lifetime","396.618756546"
"deed","-146.016209592"
"film","-47.6815992032"
"fill","-37.7213145159"
"again","153.542062828"
